,_links,age_classification,age_scale,archive,attributes,bif_ampl_local,bif_ampl_remote,brain_region,branch_order,cell_type,contraction,corrected_value,corrected_xy,corrected_z,deposition_date,depth,diameter,domain,eucdistance,experiment_condition,fractal_dim,fragmentation,gender,height,length,magnification,max_age,max_weight,min_age,min_weight,n_bifs,n_branch,n_stems,neuron_id,neuron_name,note,objective_type,original_format,partition_asymmetry,pathdistance,physical_Integrity,pk_classic,png_url,protocol,reconstruction_software,reference_doi,reference_pmid,reported_value,reported_xy,reported_z,scientific_name,shrinkage_corrected,shrinkage_reported,slicing_direction,slicing_thickness,soma_surface,species,stain,strain,surface,upload_date,volume,width
3384,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70935'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70935'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70935'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",44.4998,71.2513,"['neocortex', 'layer 2-4']",4.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.93881,,,,2017-06-20,0.97,1.0,"Dendrites, Soma, No Axon",466.298,['Control'],1.0091,480.0,Not reported,551.765,2756.88,63,5.0,Not Reported,3.8,Not Reported,7.0,17.0,3.0,70935,22_7,,oil,NeuronJ.ndf,0.457143,518.545,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/22_7.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,4217.47,human,immunostaining,Not applicable,8661.01,2017-11-28,2165.25,592.831
3385,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70936'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70936'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70936'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",58.2978,60.0701,"['neocortex', 'layer 2-4']",7.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.945689,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",676.855,['Control'],1.01168,744.0,Not reported,845.158,4191.55,63,5.0,Not Reported,3.8,Not Reported,13.0,28.0,2.0,70936,23_7,,oil,NeuronJ.ndf,0.711538,736.27,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/23_7.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,23163.1,human,immunostaining,Not applicable,13168.1,2017-11-28,3292.04,758.268
3386,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70937'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70937'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70937'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",74.6318,68.2533,"['neocortex', 'layer 2-4']",7.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.954897,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",543.216,['Control'],1.00782,798.0,Not reported,869.57,4461.15,63,5.0,Not Reported,3.8,Not Reported,14.0,32.0,4.0,70937,24_7,,oil,NeuronJ.ndf,0.559524,641.419,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/24_7.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,10470.2,human,immunostaining,Not applicable,14015.1,2017-11-28,3503.78,653.269
3387,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70938'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70938'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70938'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",56.4963,51.7364,"['neocortex', 'layer 2-4']",5.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.952656,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",704.395,['Control'],1.00738,658.0,Not reported,944.911,3756.12,63,5.0,Not Reported,3.8,Not Reported,9.0,21.0,3.0,70938,25_4,,oil,NeuronJ.ndf,0.511111,824.573,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/25_4.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,9636.86,human,immunostaining,Not applicable,11800.2,2017-11-28,2950.05,704.762
3388,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70939'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70939'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70939'}}",fetus,Month,Ataman_Boulting,"No Diameter, 3D, Angles",79.6167,77.3352,"['neocortex', 'layer 2-4']",10.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.939119,,,,2017-06-20,4.67,1.0,"Dendrites, Soma, No Axon",564.542,['Control'],1.01389,956.0,Not reported,799.477,5103.68,63,5.0,Not Reported,3.8,Not Reported,31.0,67.0,5.0,70939,26_6,,oil,NeuronJ.ndf,0.565461,634.826,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/26_6.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,5397.8,human,immunostaining,Not applicable,16033.7,2017-11-28,4008.42,563.821
3389,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70940'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70940'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70940'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",72.5939,61.151,"['neocortex', 'layer 2-4']",4.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.958151,,,,2017-06-20,2.35,1.0,"Dendrites, Soma, No Axon",640.069,['Control'],1.00719,1260.0,Not reported,975.589,6889.57,63,5.0,Not Reported,3.8,Not Reported,15.0,35.0,5.0,70940,27_4,,oil,NeuronJ.ndf,0.555556,964.222,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/27_4.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,5515.41,human,immunostaining,Not applicable,21644.2,2017-11-28,5411.05,780.11
3390,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70941'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70941'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70941'}}",fetus,Month,Ataman_Boulting,"No Diameter, 3D, Angles",74.6066,64.8587,"['neocortex', 'layer 2-4']",4.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.960546,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",561.753,['Control'],1.00617,660.0,Not reported,905.2,3742.21,63,5.0,Not Reported,3.8,Not Reported,10.0,22.0,2.0,70941,28_6,,oil,NeuronJ.ndf,0.42,673.492,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/28_6.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,14097.7,human,immunostaining,Not applicable,11756.5,2017-11-28,2939.12,631.189
3391,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70942'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70942'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70942'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",76.9778,67.3997,"['neocortex', 'layer 2-4']",2.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.959362,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",558.948,['Control'],1.00816,482.0,Not reported,923.961,2753.36,63,5.0,Not Reported,3.8,Not Reported,7.0,19.0,5.0,70942,29_4,,oil,NeuronJ.ndf,0.142857,656.134,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/29_4.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,4620.41,human,immunostaining,Not applicable,8649.93,2017-11-28,2162.48,635.17
3392,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70943'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70943'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70943'}}",fetus,Month,Ataman_Boulting,"Diameter, 2D, Angles",24.7578,139.194,"['neocortex', 'layer 2-4']",2.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.908897,,,,2017-06-20,0.0,0.999813,"Dendrites, Soma, No Axon",630.983,['Control'],1.01115,461.0,Not reported,1014.99,2715.11,63,5.0,Not Reported,3.8,Not Reported,2.0,9.0,5.0,70943,30_2,,oil,NeuronJ.ndf,0.5,677.349,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/30_2.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,8174.58,human,immunostaining,Not applicable,8527.87,2017-11-28,2131.53,566.12
3393,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70944'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70944'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70944'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",53.4335,67.1286,"['neocortex', 'layer 2-4']",3.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.936025,,,,2017-06-20,0.46,1.0,"Dendrites, Soma, No Axon",614.096,['Control'],1.01427,511.0,Not reported,955.002,2894.54,63,5.0,Not Reported,3.8,Not Reported,5.0,14.0,4.0,70944,31_1,,oil,NeuronJ.ndf,0.6,642.175,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/31_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,4278.81,human,immunostaining,Not applicable,9093.46,2017-11-28,2273.37,439.227
3394,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70945'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70945'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70945'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",54.9022,51.3374,"['neocortex', 'layer 2-4']",4.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.950688,,,,2017-06-20,0.74,1.0,"Dendrites, Soma, No Axon",703.255,['Control'],1.00807,796.0,Not reported,948.599,4063.19,63,5.0,Not Reported,3.8,Not Reported,10.0,24.0,4.0,70945,32_3,,oil,NeuronJ.ndf,0.275,740.725,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/32_3.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,3602.36,human,immunostaining,Not applicable,12764.9,2017-11-28,3191.22,710.021
3395,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70946'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70946'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70946'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",78.4618,73.7603,"['neocortex', 'layer 2-4']",12.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.947899,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",578.612,['Osteocrin-overxpressing'],1.01219,889.0,Not reported,702.306,4856.87,63,5.0,Not Reported,3.8,Not Reported,37.0,79.0,5.0,70946,01_1,gain of function-(GOF),oil,NeuronJ.ndf,0.541708,965.76,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/01_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,5129.1,human,immunostaining,Not applicable,15258.3,2017-11-28,3814.58,438.559
3396,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70947'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70947'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70947'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",89.0257,97.1263,"['neocortex', 'layer 2-4']",9.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.965121,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",798.999,['Osteocrin-overxpressing'],1.00797,625.0,Not reported,1004.55,3535.6,63,5.0,Not Reported,3.8,Not Reported,14.0,35.0,7.0,70947,03_1,gain of function-(GOF),oil,NeuronJ.ndf,0.538033,847.7,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/03_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,5418.43,human,immunostaining,Not applicable,11107.4,2017-11-28,2776.86,439.06
3397,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70948'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70948'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70948'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",102.58,89.5677,"['neocortex', 'layer 2-4']",4.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.841074,,,,2017-06-20,0.01,1.0,"Dendrites, Soma, No Axon",555.786,['Osteocrin-overxpressing'],1.03612,601.0,Not reported,899.8,3378.82,63,5.0,Not Reported,3.8,Not Reported,9.0,21.0,3.0,70948,04_1,gain of function-(GOF),oil,NeuronJ.ndf,0.4,1073.72,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/04_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,10701.8,human,immunostaining,Not applicable,10614.9,2017-11-28,2653.72,485.253
3398,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70949'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70949'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70949'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",98.7336,41.8722,"['neocortex', 'layer 2-4']",1.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.865944,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",639.761,['Osteocrin-overxpressing'],1.02681,336.0,Not reported,863.84,1944.01,63,5.0,Not Reported,3.8,Not Reported,2.0,10.0,6.0,70949,05_1,gain of function-(GOF),oil,NeuronJ.ndf,0.0,769.403,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/05_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,4732.83,human,immunostaining,Not applicable,6107.27,2017-11-28,1526.82,387.399
3399,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70950'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70950'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70950'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",96.169,58.7243,"['neocortex', 'layer 2-4']",5.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.914337,,,,2017-06-20,0.66,1.0,"Dendrites, Soma, No Axon",598.296,['Osteocrin-overxpressing'],1.01065,381.0,Not reported,722.64,2262.19,63,5.0,Not Reported,3.8,Not Reported,7.0,20.0,6.0,70950,06_1,gain of function-(GOF),oil,NeuronJ.ndf,0.571429,1132.54,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/06_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,5558.04,human,immunostaining,Not applicable,7106.86,2017-11-28,1776.72,437.55
3400,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70951'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70951'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70951'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",88.9072,89.3894,"['neocortex', 'layer 2-4']",5.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.945299,,,,2017-06-20,1.12,1.0,"Dendrites, Soma, No Axon",620.0,['Osteocrin-overxpressing'],1.01257,421.0,Not reported,709.299,2357.25,63,5.0,Not Reported,3.8,Not Reported,10.0,24.0,4.0,70951,07_1,gain of function-(GOF),oil,NeuronJ.ndf,0.533333,666.072,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/07_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,6055.15,human,immunostaining,Not applicable,7405.53,2017-11-28,1851.38,498.483
3401,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70952'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70952'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70952'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",35.2277,64.2297,"['neocortex', 'layer 2-4']",2.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.96849,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",543.015,['Osteocrin-overxpressing'],1.00795,252.0,Not reported,888.05,1448.01,63,5.0,Not Reported,3.8,Not Reported,5.0,12.0,2.0,70952,08_1,gain of function-(GOF),oil,NeuronJ.ndf,0.2,610.447,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/08_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,13681.2,human,immunostaining,Not applicable,4549.07,2017-11-28,1137.27,252.022
3402,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70953'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70953'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70953'}}",fetus,Month,Ataman_Boulting,"No Diameter, 3D, Angles",66.1344,66.532,"['neocortex', 'layer 2-4']",3.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.920034,,,,2017-06-20,6.94,1.0,"Dendrites, Soma, No Axon",637.54,['Osteocrin-overxpressing'],1.00888,274.0,Not reported,796.492,1626.99,63,5.0,Not Reported,3.8,Not Reported,3.0,9.0,3.0,70953,09_1,gain of function-(GOF),oil,NeuronJ.ndf,0.666667,752.254,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/09_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,6053.15,human,immunostaining,Not applicable,5111.34,2017-11-28,1277.84,500.895
3403,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70954'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70954'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70954'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",21.9391,53.6126,"['neocortex', 'layer 2-4']",3.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.95806,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",549.39,['Osteocrin-overxpressing'],1.0085,231.0,Not reported,605.92,1394.53,63,5.0,Not Reported,3.8,Not Reported,3.0,12.0,6.0,70954,10_23_1,gain of function-(GOF),oil,NeuronJ.ndf,0.666667,593.804,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/10_23_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,4027.35,human,immunostaining,Not applicable,4381.06,2017-11-28,1095.27,210.099
3404,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70955'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70955'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70955'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",67.6114,62.0898,"['neocortex', 'layer 2-4']",6.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.967963,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",547.108,['Osteocrin-overxpressing'],1.00632,545.0,Not reported,810.06,3144.66,63,5.0,Not Reported,3.8,Not Reported,8.0,20.0,4.0,70955,11_22_1,gain of function-(GOF),oil,NeuronJ.ndf,0.526786,603.612,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/11_22_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,6967.24,human,immunostaining,Not applicable,9879.23,2017-11-28,2469.81,819.46
3405,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70956'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70956'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70956'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",62.222,62.9534,"['neocortex', 'layer 2-4']",5.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.944097,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",649.973,['Osteocrin-overxpressing'],1.00894,379.0,Not reported,889.419,2203.18,63,5.0,Not Reported,3.8,Not Reported,7.0,18.0,4.0,70956,12_20_1,gain of function-(GOF),oil,NeuronJ.ndf,0.714286,700.186,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/12_20_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,11870.8,human,immunostaining,Not applicable,6921.49,2017-11-28,1730.37,211.283
3406,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70957'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70957'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70957'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",45.2094,56.1178,"['neocortex', 'layer 2-4']",4.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.934999,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",546.387,['Osteocrin-overxpressing'],1.0137,609.0,Not reported,910.106,3450.03,63,5.0,Not Reported,3.8,Not Reported,10.0,25.0,5.0,70957,13_19_1,gain of function-(GOF),oil,NeuronJ.ndf,0.55,669.126,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/13_19_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,8145.72,human,immunostaining,Not applicable,10838.6,2017-11-28,2709.64,587.837
3407,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70958'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70958'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70958'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",71.5636,75.5009,"['neocortex', 'layer 2-4']",2.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.933455,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",716.403,['Osteocrin-overxpressing'],1.01239,462.0,Not reported,997.081,2584.85,63,5.0,Not Reported,3.8,Not Reported,6.0,15.0,3.0,70958,14_16_1,gain of function-(GOF),oil,NeuronJ.ndf,0.5,773.219,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/14_16_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,4691.86,human,immunostaining,Not applicable,8120.55,2017-11-28,2030.14,459.841
3408,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70959'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70959'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70959'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",73.0056,74.1916,"['neocortex', 'layer 2-4']",6.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.949123,,,,2017-06-20,0.0,1.0,"Dendrites, Soma, No Axon",569.138,['Osteocrin-overxpressing'],1.01161,495.0,Not reported,958.069,2686.29,63,5.0,Not Reported,3.8,Not Reported,11.0,25.0,3.0,70959,15_13_1,gain of function-(GOF),oil,NeuronJ.ndf,0.45,629.492,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/15_13_1.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,2191.22,human,immunostaining,Not applicable,8439.23,2017-11-28,2109.81,180.634
3409,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70960'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70960'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70960'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",30.8216,114.992,"['neocortex', 'layer 2-4']",2.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.915566,,,,2017-06-20,1.27,1.0,"Dendrites, Soma, No Axon",663.723,['Osteocrin-overxpressing'],1.0143,268.0,Not reported,1055.41,1513.96,63,5.0,Not Reported,3.8,Not Reported,3.0,9.0,3.0,70960,16_13,gain of function-(GOF),oil,NeuronJ.ndf,0.333333,728.538,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/16_13.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,3623.15,human,immunostaining,Not applicable,4756.25,2017-11-28,1189.06,248.233
3410,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/70961'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/70961'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/70961'}}",fetus,Month,Ataman_Boulting,"No Diameter, 2D, Angles",66.3481,68.9838,"['neocortex', 'layer 2-4']",3.0,"['principal cell', 'glutamatergic', 'SATB2-positive', 'Osteocrin-positive']",0.898667,,,,2017-06-20,0.1,1.0,"Dendrites, Soma, No Axon",552.392,['Osteocrin-overxpressing'],1.01959,290.0,Not reported,892.58,1619.1,63,5.0,Not Reported,3.8,Not Reported,6.0,16.0,4.0,70961,17_11,gain of function-(GOF),oil,NeuronJ.ndf,0.5,626.358,Dendrites Moderate,2.0,http://neuromorpho.org/images/imageFiles/Ataman_Boulting/17_11.png,culture,NeuronJ,['10.1038/nature20111'],['27830782'],,,,,,Not Reported,Not reported,Not reported,1496.44,human,immunostaining,Not applicable,5086.57,2017-11-28,1271.64,105.517
